"filename", "language", "Ignore", "Docker", "HTML", "YAML", "JSON", "JSON with Comments", "TypeScript", "Markdown", "MS SQL", "JavaScript", "XML", "TypeScript JSX", "PostCSS", "JavaScript JSX", "comment", "blank", "total"
"c:\Users\chris\Documents\GitHub\polymart\src\pages\SignInPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 4, 10, 107
"c:\Users\chris\Documents\GitHub\polymart\src\pages\SignUpPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 4, 10, 107
"c:\Users\chris\Documents\GitHub\polymart\src\pages\SponsorPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 4, 17, 139
"c:\Users\chris\Documents\GitHub\polymart\src\pages\StockInfoPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 317, 0, 0, 12, 29, 358
"c:\Users\chris\Documents\GitHub\polymart\src\pages\SubCommunityModPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 632, 0, 0, 16, 64, 712
"c:\Users\chris\Documents\GitHub\polymart\src\pages\SubCommunityPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 688, 0, 0, 17, 52, 757
"c:\Users\chris\Documents\GitHub\polymart\src\pages\TradingTerminalPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1063, 0, 0, 55, 104, 1222
"c:\Users\chris\Documents\GitHub\polymart\src\pages\UserProfilePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 3, 20, 224
"c:\Users\chris\Documents\GitHub\polymart\src\pages\WidgetsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 451, 0, 0, 20, 33, 504
"c:\Users\chris\Documents\GitHub\polymart\src\types\polymart-widgets.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 1, 3, 40
"c:\Users\chris\Documents\GitHub\polymart\supabase\functions\polymart-api\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 483, 0, 0, 0, 0, 0, 0, 0, 13, 45, 541
"c:\Users\chris\Documents\GitHub\polymart\supabase\functions\polymart-tick\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 990, 0, 0, 0, 0, 0, 0, 0, 79, 82, 1151
"c:\Users\chris\Documents\GitHub\polymart\supabase\migrations\20260505205200_polymart_simulation_tables.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 35, 15, 126
"c:\Users\chris\Documents\GitHub\polymart\supabase\migrations\20260505205604_polymart_cron_tick.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 12, 8, 109
"c:\Users\chris\Documents\GitHub\polymart\supabase\migrations\20260506010038_polymart_simulation_expansion.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 38, 8, 96
"c:\Users\chris\Documents\GitHub\polymart\tsconfig.app.json", "JSON", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 33
"c:\Users\chris\Documents\GitHub\polymart\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\chris\Documents\GitHub\polymart\tsconfig.node.json", "JSON", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 27
"c:\Users\chris\Documents\GitHub\polymart\vercel.json", "JSON", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\chris\Documents\GitHub\polymart\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 1, 2, 27
"Total", "-", 8, 18, 2182, 88, 8578, 13, 2504, 651, 1003, 7188, 1, 23909, 143, 248, 2202, 4109, 52845
